name,env,policy_input_type,seed,success,steps,reward,perturbation_enabled,perturbation_name,perturbation_type,perturbation_level,camera_config,lighting_config,texture_background_config,source_video,output_video,notes
peg_online_baseline_preview,PegInsertionSide-v1,state,9,True,191,68.75263605918735,false,none,none,none,,,,C:\Users\MSI-NB\Downloads\Second_State_Diffusion_Policy_backups\output_visual_perturbation\videos\peg_online_baseline_preview.mp4,C:\Users\MSI-NB\Downloads\Second_State_Diffusion_Policy_backups\output_peg_analysis\videos\success_seed_9_peginsertionside_none.mp4,Peg preview only. Baseline is not stably converged.
peg_online_lighting_low_preview,PegInsertionSide-v1,state,9,True,191,68.75263605918735,true,peg_lighting_low_preview,lighting,low,"{""mode"": ""offline_video_preview"", ""note"": ""Peg is included as a preview only because the baseline is not stably converged.""}","{""brightness_delta"": -28, ""contrast_scale"": 0.94, ""gamma"": 1.08}","{""overlay_alpha"": 0.06, ""overlay_color_rgb"": [22, 20, 28]}",C:\Users\MSI-NB\Downloads\Second_State_Diffusion_Policy_backups\output_visual_perturbation\videos\peg_online_lighting_low_preview.mp4,C:\Users\MSI-NB\Downloads\Second_State_Diffusion_Policy_backups\output_peg_analysis\videos\success_seed_9_peginsertionside_peg_lighting_low_preview.mp4,Peg preview only. Render-only perturbation does not demonstrate visual robustness.
