name,steps,reward,success,mean_abs_action,max_abs_action,sat_ratio_abs_ge_0.99,tail50_mean_abs_action,tail50_max_abs_action
pickcube_online_baseline,69,21.372000366449356,True,0.2298397272825241,1.0,0.04710144927536232,0.2218729555606842,1.0
pickcube_online_lighting_low,69,21.372000366449356,True,0.2298397272825241,1.0,0.04710144927536232,0.2218729555606842,1.0
pickcube_online_camera_shift_01,69,21.372000366449356,True,0.2298397272825241,1.0,0.04710144927536232,0.2218729555606842,1.0
